date,title,link,department
2019/06/18,108年「流行音樂人才培訓補助案」第二類獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2v1gJd7Q3l8ekxk84jl+8V3btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2019/06/18,108年「流行音樂製作發行補助案-創作樂團類」獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2v1gJd7Q3l8cWwPdlJB/VVU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2019/06/18,108年「流行音樂製作發行補助案-企製升級類」獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2v1gJd7Q3l8Sp4hLpFWDxJeleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2019/06/18,本部108年「補助文化團體及個人參與多面向拓展文化交流－視覺及表演藝術類」申請案第4次審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO31EfwADLuPJaiTEWbGhxfLLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2019/06/13,107年C類文化資產保存技術補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO3Cy9JZxCHU9eQ4/zA8BrrvLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部文化資產局
2019/06/13,108年度C類文化資產保存技術補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO3Cy9JZxCHU9TvFg1xQX8mviWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部文化資產局
2019/06/13,108年度第5次文化團體及個人參與多面向拓展文化交流補助申請案件審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO2RoDJPt3cYqLns7souLV1nrn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化交流司
2019/06/12,108年第2次補助辦理文化論壇補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0mN0f1UxGzzukxk84jl+8VeleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-綜合規劃司
2019/06/11,107年花蓮縣吉安鄉東昌村阿美族里漏部落巫師祭儀保存維護計畫,AwardPublish.jsp?__viewstate=KSQNMhhcbO3Cy9JZxCHU9ZSCSJY5a+wE8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部文化資產局
2019/06/11,南關線三大廟王醮祭典調查研究計畫,AwardPublish.jsp?__viewstate=KSQNMhhcbO3Cy9JZxCHU9aWQ2DYdrnm8LlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部文化資產局
2019/06/11,臺南市民俗類無形文化資產保存維護計畫,AwardPublish.jsp?__viewstate=KSQNMhhcbO3Cy9JZxCHU9aWQ2DYdrnm8yNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部文化資產局
2019/06/11,108年度第1梯次國產電影片國內創意行銷計畫補助獲選名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO13KQacA6DqjcXgzykWy96IUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2019/06/11,107年民間團體申請文化資產保存修復及管理維護-產業文化資產再生計畫補助之審核結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO3Cy9JZxCHU9QXRy2+y1uhl3btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部文化資產局
2019/05/31,文化部108年第二期「視覺藝術產業辦理或參加國際藝術展會」補助案補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO35AqJ6yKhBOcne0hQBrQP8UMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2019/05/30,108年度「輔導電影產業數位升級」獲選名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2jINskeIU+D/KX6WoPPYtMrn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2019/05/24,108年「流行音樂產業行銷推廣補助案」第一類獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2v1gJd7Q3l8QuVWab7Any3mdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2019/05/24,108年「流行音樂產業行銷推廣補助案」第二類獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2v1gJd7Q3l8QuVWab7Any3rn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2019/05/24,108年度電視業海外行銷補助案第3次評選小組會議獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1SVnaNE/Ihr/mxASz3XcxteleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2019/05/24,2019台灣工藝之家年度出版計畫-台灣工藝之巔專輯及台灣工藝之家年鑑規劃設計製作,AwardPublish.jsp?__viewstate=KSQNMhhcbO16VCftjupLAmQuNPjw03MK3btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2019/05/18,108年度「文化創意產業創業圓夢計畫」通過決審名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2Q+YPhBuTWJvu0v2JA0LtAiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文創發展司
2019/05/16,108年度文化部本土語言創作及應用補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO26SqbSs4ZyPspTLUfq+dGW3btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2019/05/15,本部108年「補助文化團體及個人參與多面向拓展文化交流－視覺及表演藝術類」申請案第3次審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO31EfwADLuPJXbQg1CPjDX7rn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2019/05/13,「村村有藝文-藝術造鄉」活動推展計畫,AwardPublish.jsp?__viewstate=KSQNMhhcbO2h7+Ag4Wk+D8sJyd8qBLlBeleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立彰化生活美學館
2019/05/13,108年度第4次文化團體及個人參與多面向拓展文化交流補助申請案件審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO2RoDJPt3cYqEdmpZBt+TdDLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化交流司
2019/05/13,2019社區及區域特色工藝扶植-農村微型工藝產業培力計畫,AwardPublish.jsp?__viewstate=KSQNMhhcbO16VCftjupLAsNUjUdy3ckLiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2019/05/07,108年第1期海外書展獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0vyt4nLrcEltH+ontpSS0tUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2019/05/06,108年文化部補助直轄市及縣(市）政府推動地方影視音體驗及聚落發展計畫獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO29w2rvqbrwENH+ontpSS0trn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-影視及流行音樂發展司
2019/05/02,108年度文化部輔導核心創作及獨立工作者進駐文化創意聚落計畫補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO29w2rvqbrwEJCukgJTqMgliWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文創發展司
2019/04/30,108年度電視業海外行銷補助案第2次評選小組會議獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1SVnaNE/Ihr/in+RDLSlM+U4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2019/04/12,2019 台灣彭坤炎、日本赤堀郁彥當代漆藝交流展,AwardPublish.jsp?__viewstate=KSQNMhhcbO16VCftjupLAmQuNPjw03MKU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺灣工藝研究發展中心
2019/04/02,108年補助辦理文化論壇補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0mN0f1UxGzzi7karLw3GJgUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-綜合規劃司
2019/04/01,108年獎勵民間團體辦理社會參與行動論壇-獲獎名單及審查委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1cuKu5FtOvaDBnH3qaaVB2yNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化資源司
2019/04/01,本部108年「補助文化團體及個人參與多面向拓展文化交流－視覺及表演藝術類」申請案第2次審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO31EfwADLuPJeJa3zxBBKDp8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2019/03/26,107年「鼓勵赴國外參與流行音樂國際活動」第三梯次補助案獲補助名單及審查委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2efG5FkBONJBVxaEe0ppMBUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2019/03/25,(108年)「文化部推動社區營造及村落文化補助案」-互助共好類獲補助名單及審查委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2h7+Ag4Wk+D8dvZBE2f/l4rn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺東生活美學館
2019/03/20,108年「文化部推動社區營造及村落文化補助計畫」互助共好類獲補助名單及審查委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2TtwwiIE3IO6JSthqi6DLDLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立新竹生活美學館
2019/03/18,(108年)「文化部推動社區營造及村落文化補助案」-互助共好類核定補助名單及審查委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1bbCkXTt7Ywma3kgEp2vSTeleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立彰化生活美學館
2019/03/18,108年度「文化創意產業創業圓夢計畫」初審審查通過名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2Q+YPhBuTWJthjNdu0oV2eiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文創發展司
2019/03/15,108年文化部推廣文化平權補助作業要點補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0haQfYTgrmPs6jpmGGvqEy8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-綜合規劃司
2019/03/15,文化部108年度「補助文創事業國際參展」(第1梯次)補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2Q+YPhBuTWJuT8O+t87EsmiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文創發展司
2019/03/14,108年度文化部推動社區營造及村落文化補助作業要點-互助共好類獲補助名單及評委名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2TtwwiIE3IO+PVs+Siji92U4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺南生活美學館
2019/03/13,108年度文化部推動社區營造及村落文化補助作業要點-自主參與類獲補助名單及評委名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2TtwwiIE3IO+PVs+Siji928Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺南生活美學館
2019/03/08,(108年)文化部推動社區營造及村落文化補助作業要點-自主參與類(上半年),AwardPublish.jsp?__viewstate=KSQNMhhcbO2h7+Ag4Wk+D/y6wh3hyA2IU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺東生活美學館
2019/03/08,108年度文化部辦理臺灣與拉丁美洲交流合作補助要點申請案件審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO12K1f3a/kygsTClPSAG6SmeleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化交流司
2019/03/07,108年度電視業海外行銷補助案第1次評選小組會議獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1SVnaNE/Ihr5L5QzLzqBNDmdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2019/03/06,108年度第1梯次「電影人才培訓輔導要點」獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO13KQacA6DqjcCXfNScrJGZyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2019/03/04,(108年)「文化部推動社區營造及村落文化補助案」-自主參與類上半年核定補助名單及審查委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1bbCkXTt7YwswysRlAV7WWUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立彰化生活美學館
2019/03/04,文化部辦理西亞及南亞地區與臺灣文化交流合作補助要點--108年度徵件獲補助名單公告,AwardPublish.jsp?__viewstate=KSQNMhhcbO35AqJ6yKhBOXptfKuTE/bsU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化交流司
2019/02/26,補助入圍(選)或獲國內外重要影展獎項電影片之影視事業及導演製作下一部電影片補助金核定名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO3rusRskFcXNQ/UBbXb0njj8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2019/02/25,本部108年「補助文化團體及個人參與多面向拓展文化交流－視覺及表演藝術類」申請案第1次審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO31EfwADLuPJWG3k+TUIaj4eleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2019/02/23,108年「文化部推動社區營造及村落文化補助計畫」自主參與類第1次獲補助名單及審查委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2TtwwiIE3IO1hiNH4tlROwrn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立新竹生活美學館
2019/02/20,108年度推動實體書店發展補助獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0haQfYTgrmPleGztUlM2GgeleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2019/02/20,108年文化部推動國家文化記憶庫計畫核定補助名單(專案執行類第一批),AwardPublish.jsp?__viewstate=KSQNMhhcbO2lscU2i78WMbMHw5UenO36UMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化資源司
2019/02/19,(107年)文化部促進民間提供適當空間供文化創意事業使用補助_補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2IAhA0Ccfz5d3rh3TUfT183btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文創發展司
2019/01/24,文化部108年度「補助藝術村營運扶植計畫」補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO35AqJ6yKhBOcNGQz1A5zRq8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2019/01/23,108年表演藝術結合科技跨界創作補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0haQfYTgrmPnk7pNZQlUBkU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2019/01/19,108年度文化部青年創作補助案審查通過名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO01PeVCnZDcACWrma9PDwdNLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2019/01/16,107年度「文化部推動臺北機廠轉型國家鐵道博物館補助計畫」獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2lscU2i78WMZb/VxFhA78I8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化資源司
2019/01/15,國立傳統藝術中心108年度補助案審查通過名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2TtwwiIE3IO3YZXkmydy0WmdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立傳統藝術中心
2019/01/11,108年度「文化部臺灣品牌團隊計畫」補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO01PeVCnZDcAAuWHs4SbAzieleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2019/01/10,文化部107年度時尚跨界活動補助案審查結果公告,AwardPublish.jsp?__viewstate=KSQNMhhcbO0mN0f1UxGzzh3ILtYzPzYAUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文創發展司
2019/01/10,文化部108年「媒合演藝團隊進駐演藝場所合作計畫」補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO01PeVCnZDcABl3GTIt1mvxyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2019/01/10,108年度「文化部推動臺北機廠轉型國家鐵道博物館補助計畫」上半年補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO01PeVCnZDcAAaIBusnz20DiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化資源司
2019/01/08,107年「補助文化團體及個人參與多面向拓展文化交流－視覺及表演藝術類」申請案第7次審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO0nfkBbndJW+TZVkxewRauoeleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2019/01/04,文化部「108年東南亞人士來臺文化交流合作補助」徵件獲補助名單審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO01PeVCnZDcAKKah1xjRrN/3btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化交流司
2019/01/03,107年「鼓勵赴國外參與流行音樂國際活動」第二梯次補助案獲補助名單及審查委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2efG5FkBONJBsjorUw4sMfiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2019/01/02,107年度第2梯次國產電影長片輔導金獲選名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO3rusRskFcXNWfR9tBdOcnUeleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2019/01/02,108年度文化部推行語言多樣性友善環境補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2lscU2i78WMRsjorUw4sMfyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2018/12/17,「107年度資深演藝人員參與演出電視節目補助案」獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1coG0HdRgd5bo4diLBoIFbyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2018/12/11,108年度表演藝術類獲補助名單公告,AwardPublish.jsp?__viewstate=KSQNMhhcbO2lscU2i78WMRFtk6DBq/GzU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2018/12/11,107年度超高畫質電視節目製作補助獲補助名單(第二梯次),AwardPublish.jsp?__viewstate=KSQNMhhcbO2+9WzfPL6K6WH7pgfasSnaiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2018/12/11,國立國父紀念館2018年外籍學生華語文演講比賽得獎名單公告,AwardPublish.jsp?__viewstate=KSQNMhhcbO2SxaWPB8WwyGH7pgfasSnamdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立國父紀念館
2018/12/06,107年度金視獎得獎名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2KYmI5dI6sl1ERQXZmf7UmU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2018/12/04,107年度「國產電影片應用數位視覺特效製作獎助案」獲獎補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO3rusRskFcXNQa+PxmNqD/BUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2018/12/04,107年第6次文化部補助辦理蒙藏學術文化及人道援助活動申請案件審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO0bITxt0bjNA4V/wxHFV0kJyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-蒙藏文化中心
2018/12/03,107年度新媒體跨平臺創意影音節目製作補助名單(第二梯次),AwardPublish.jsp?__viewstate=KSQNMhhcbO1YXuS7OvNfuoPfIffHYAXL8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2018/11/29,107年度電視業海外行銷補助-參團藝人及劇組參加「2018新加坡亞洲電視論壇及內容交易市場展(ATF)」獲補助名單1,AwardPublish.jsp?__viewstate=KSQNMhhcbO1coG0HdRgd5Qa+PxmNqD/BLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2018/11/29,107年度電視業海外行銷補助-參團藝人及劇組參加「2018新加坡亞洲電視論壇及內容交易市場展(ATF)」獲補助名單2,AwardPublish.jsp?__viewstate=KSQNMhhcbO1coG0HdRgd5Qa+PxmNqD/BiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2018/11/28,107年度國產電影片國內映演獎勵名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2KYmI5dI6sl+RcJ5i6lUc6eleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2018/11/25,107年流行音樂新媒體應用節目製播計畫補助案(第二梯次)獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2+9WzfPL6K6SBP3Tn3vYetUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2018/11/22,107年「補助文化團體及個人參與多面向拓展文化交流－視覺及表演藝術類」申請案第6次審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO0nfkBbndJW+U7dWt9xEImLiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2018/11/19,107年度電視節目劇本創作獎得獎名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1coG0HdRgd5Q5u6PrLtA+wU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2018/11/12,107年度第二期「原創漫畫內容開發與跨業發展及行銷」獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0ziwmCVWUjg7Hrgj4uLJJ7mdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2018/11/09,107年文化部推動國家文化記憶庫計畫核定補助名單(擴大建構類及專案執行類),AwardPublish.jsp?__viewstate=KSQNMhhcbO2lscU2i78WMfMwOdjQDid+rn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化資源司
2018/11/08,107年度兒童電視節目製作補助獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1YXuS7OvNfurHrgj4uLJJ7eleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2018/11/07,107年度連續劇海外公開播送公開傳輸獎勵案,AwardPublish.jsp?__viewstate=KSQNMhhcbO1coG0HdRgd5cpdu9Cca1kcyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2018/10/26,107年度第2梯次國產電影片國內創意行銷計畫補助獲選名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO3rusRskFcXNVfMK0XFAivD8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2018/10/23,107年度電影短片輔導金獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO3rusRskFcXNYPsev7dhvAyyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2018/10/06,107年度廣播金鐘獎得獎名單及評審委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1coG0HdRgd5U+Gowze+FrIUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2018/10/06,107年度電視金鐘獎得獎名單及評審委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1coG0HdRgd5W/oItn+IuZqU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2018/10/02,107年度綜藝節目製作補助獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1coG0HdRgd5Xy4HaegeVjTmdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2018/10/01,107年「補助文化團體及個人參與多面向拓展文化交流－視覺及表演藝術類」申請案第5次審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO0nfkBbndJW+ZMsdKU9jIoS3btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2018/10/01,107年「鼓勵赴國外參與流行音樂國際活動」第一梯次補助案獲補助名單及審查委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2efG5FkBONJOPO+sTtTKYWyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2018/09/27,107年第5次文化部補助辦理蒙藏學術文化及人道援助活動申請案件審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO0bITxt0bjNA2IMmTfJIxJWeleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-蒙藏文化中心
2018/09/18,107年度電視節目製作補助獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1coG0HdRgd5Q7rgUwrjnYWeleDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2018/09/17,107年「文化部推動社區營造及村落文化補助作業要點」-自主參與類下半年核定補助名單及審查委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2lylm7t1Q2iJF4NQDqHyNFyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立彰化生活美學館
